username,tweet_text,tweet_raw,date,happy,angry,surprise,sad,fear,afinn,bing,sid,bertweet,bertweet_confidence
rocky_rikhi,as a shareholder  excustomer account closed ive sought a response sadly neither bharat masrani nor td canada have tuned in to the voices of shareholderscustomers  shareholderconcerns customerfeedback,As a shareholder & ex-customer (account closed) Ive sought a response. Sadly neither Bharat Masrani nor TD Canada have tuned in to the voices of shareholders/customers. 🗣️📢 #ShareholderConcerns #CustomerFeedback,aug 15 2023  240 am utc,0.25,0.0,0.0,0.25,0.5,-2,-1,-0.4215,-1,0.9265912175178528
rocky_rikhi,complaint lodged but cant dedicate another 12 hours to agent chats or a trip to the calgary branch with an unprofessional manager time is precious  customerservice timematters cp24 ombudsman_obsi,📢 Complaint lodged but cant dedicate another 12 hours to agent chats or a trip to the Calgary branch with an unprofessional manager. Time is precious! ⏳ #CustomerService #TimeMatters @CP24 @Ombudsman_OBSI,aug 15 2023  238 am utc,0.0,0.33,0.0,0.33,0.33,-2,0,0.0,-1,0.9046053290367126
TDBank_US,rocky we are available to speak with you should you wish to send us a dm no account numbers please glenda,Rocky we are available to speak with you should you wish to send us a DM. No account numbers please. -Glenda,aug 15 2023  231 am utc,0.0,0.0,0.0,0.17,0.83,1,0,0.4215,0,0.8541942834854126
rocky_rikhi,amazed by the passage of 11 days shared my complaint reference multiple times yet met with silence now a request for repetition  seems like my concerns fell on deaf ears care and recordchecking seem absent  customerservice cp24 ombudsman_obsi,Amazed by the passage of 11 days⏳! Shared my complaint reference multiple times yet met with silence. Now a request for repetition? 🤔 Seems like my concerns fell on deaf ears. Care and record-checking seem absent. 🙄 #CustomerService @CP24 @Ombudsman_OBSI,aug 15 2023  229 am utc,0.12,0.12,0.25,0.38,0.12,7,-2,0.8442,-1,0.9381371736526489
TDBank_US,hello rocky we saw your tweet and would like to learn more please send us a dm with more information about your experience so we can review further no account numbers please kody,Hello Rocky. We saw your Tweet and would like to learn more. Please send us a DM with more information about your experience so we can review further. (No account numbers please). -Kody,aug 15 2023  226 am utc,0.0,0.0,0.0,0.2,0.8,3,0,0.669,0,0.9238620400428772
rocky_rikhi,11 days  counting with complaint ref no yet no response from tdbank_us or ceo shareholders  customers deserve better lets shine a light on customer care tdcares customerexperienceombudsman_obsi cp24,11 days & counting with complaint ref. no. yet no response from @TDBank_US or CEO. Shareholders & customers deserve better. Lets shine a light on customer care! #TDcares #CustomerExperience@Ombudsman_OBSI @CP24,aug 15 2023  219 am utc,0.2,0.0,0.0,0.6,0.2,2,1,0.128,-1,0.57054603099823
TDBank_US,please feel free to reach out through dm to either td us or td canada trust to chat with us glenda,Please feel free to reach out through DM to either TD US or TD Canada Trust to chat with us. -Glenda,aug 15 2023  212 am utc,0.33,0.0,0.0,0.0,0.67,4,2,0.8402,0,0.8636144995689392
rocky_rikhi,tdbank_us 11 days gone ref 09661002 yet no action from any department td_canada disheartening to witness lack of responsibility  silence from senior management customers deserve better customerservice tdcanada,@TDBank_US 11 days gone ref #09661002 yet no action from any department @TD_Canada. Disheartening to witness lack of responsibility & silence from senior management. Customers deserve better. #CustomerService #TDCanada,aug 15 2023  210 am utc,0.25,0.0,0.25,0.0,0.5,-1,-1,-0.5267,-1,0.9713229537010193
staciberger,i was so proud to sign this cra commitment of two billion dollars today nj residents  communities deserve resources to ensure everyone can afford to call the garden state home together we can housenj thank you tdbank_us  njcitizenaction for this amazing partnership w us,I was so proud to sign this CRA commitment of TWO BILLION DOLLARS today. NJ residents & communities deserve resources to ensure everyone can afford to call the Garden State home! Together we can #HouseNJ. Thank you @TDBank_US & @NJCitizenAction for this amazing partnership w us!,aug 15 2023  1257 am utc,0.17,0.0,0.17,0.33,0.33,11,5,0.9392,1,0.9924267530441284
HCDNNJ,today njcitizenaction and the hcdnnj announced a threeyear 2 billion community reinvestment act agreement with tdbank_us njbizcomtdbankannounces,Today @NJCitizenAction and the @HCDNNJ announced a three-year $2 billion Community Reinvestment Act Agreement with @TDBank_US. njbiz.com/td-bank-announces-…,aug 14 2023  420 pm utc,0.0,0.0,0.0,0.0,0.0,1,0,0.4939,0,0.6183208227157593
